Lookup IP,Mobile,Date,Proxy,ISP,Organization,ASN,Host,Country Code,City,Region,Latitude,Longitude,Strictness Level,TOR,VPN,Active TOR,Active VPN,Connection Type,Abuse Velocity,Recent Abuse,Bot Status,Fraud Score,Browser,OS,Brand,Model,User Activity,Original Column 1
115.70.185.60,FALSE,2022-03-23T14:47:07-04:00,TRUE,Exetel,Exetel,10143,60.185.70.115.static.exetel.com.au,AU,Adelaide,South Australia,-34.93000031,138.6000061,1,FALSE,TRUE,FALSE,FALSE,Premium required.,Premium required.,TRUE,TRUE,100,N/A,N/A,N/A,N/A,N/A,115.70.185.60
49.255.78.70,FALSE,2022-03-23T14:47:09-04:00,TRUE,Vocus Connect International Backbone,Vocus Connect International Backbone,4826,static-70.78.255.49.in-addr.VOCUS.net.au,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,FALSE,TRUE,FALSE,FALSE,Premium required.,Premium required.,TRUE,TRUE,100,N/A,N/A,N/A,N/A,N/A,49.255.78.70
1.136.107.89,FALSE,2022-03-23T14:47:09-04:00,FALSE,Telstra Internet,Telstra Internet,1221,1.136.107.89,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,1.136.107.89
49.199.17.126,FALSE,2022-03-23T14:47:10-04:00,FALSE,Optus,Optus,4804,pa49-199-17-126.pa.vic.optusnet.com.au,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,49.199.17.126
143.131.224.70,FALSE,2022-03-23T14:47:11-04:00,FALSE,Adamo,Adamo,35699,cli-8f83e046.wholesale.adamo.es,ES,Laredo,Cantabria,43.40999985,-3.42000008,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,143.131.224.70
1.124.105.27,FALSE,2022-03-23T14:47:13-04:00,FALSE,Telstra Internet,Telstra Internet,1221,1.124.105.27,AU,Katherine,Northern Territory,-14.47000027,132.25999451,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,22,N/A,N/A,N/A,N/A,N/A,1.124.105.27
101.167.14.239,FALSE,2022-03-23T14:47:14-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-101-167-14-239.qb52.nqld.asp.telstra.net,AU,Townsville,Queensland,-19.27000046,146.80999756,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,101.167.14.239
81.217.127.166,FALSE,2022-03-23T14:47:15-04:00,FALSE,kabelplus,kabelplus,8339,h081217127166.dyn.cm.kabsi.at,AT,Sankt Plten,Lower Austria,46.61999893,14.31000042,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,81.217.127.166
122.105.15.78,FALSE,2022-03-23T14:47:17-04:00,FALSE,Optus,Optus,4804,n122-105-15-78.sun1.vic.optusnet.com.au,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,122.105.15.78
46.193.4.12,FALSE,2022-03-23T14:47:18-04:00,TRUE,Wifirst,Wifirst,52075,eth-west-pareq2-46-193-4-12.wb.wifirst.net,FR,Dijon,Bourgogne-Franche-Comte,47.31999969,5.01999998,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,73,N/A,N/A,N/A,N/A,N/A,46.193.4.12
116.251.22.245,FALSE,2022-03-23T14:47:19-04:00,FALSE,Activ8me,Activ8me,24033,116-251-22-245.pool.activ8me.net.au,AU,Kowanyama,Queensland,-15.47000027,141.75,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,116.251.22.245
1.128.109.100,FALSE,2022-03-23T14:47:19-04:00,FALSE,Telstra Internet,Telstra Internet,1221,1.128.109.100,AU,Golden Beach,Queensland,-38.20999908,147.3999939,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,1.128.109.100
114.198.48.14,FALSE,2022-03-23T14:47:21-04:00,FALSE,iiNet Limited,iiNet Limited,7545,114-198-48-14.dyn.iinet.net.au,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,114.198.48.14
90.8.12.43,FALSE,2022-03-23T14:47:23-04:00,FALSE,Orange,Orange,3215,amarseille-655-1-683-43.w90-8.abo.wanadoo.fr,FR,Porto-Vecchio,Corsica,41.59000015,9.27999973,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,90.8.12.43
27.33.173.177,FALSE,2022-03-23T14:47:25-04:00,FALSE,TPG Internet,TPG Internet,7545,27-33-173-177.tpgi.com.au,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,27.33.173.177
218.215.94.110,FALSE,2022-03-23T14:47:26-04:00,FALSE,iPrimus,iPrimus,9443,110.94.215.218.dyn.iprimus.net.au,AU,Perth,Western Australia,-31.95000076,115.86000061,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,218.215.94.110
122.109.148.164,FALSE,2022-03-23T14:47:27-04:00,FALSE,Optus,Optus,4804,n122-109-148-164.rdl2.qld.optusnet.com.au,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,122.109.148.164
143.238.174.4,FALSE,2022-03-23T14:47:29-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-143-238-174-4.nb07.nsw.asp.telstra.net,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,143.238.174.4
101.116.16.59,FALSE,2022-03-23T14:47:30-04:00,FALSE,Vodafone Australia,Vodafone Australia,133612,101.116.16.59,AU,Glen Waverley,Victoria,-37.88000107,145.16999817,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,101.116.16.59
60.226.195.112,FALSE,2022-03-23T14:47:30-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-60-226-195-112.qb07.qld.asp.telstra.net,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,60.226.195.112
175.32.96.182,FALSE,2022-03-23T14:47:31-04:00,FALSE,Optus,Optus,4804,n175-32-96-182.meb1.vic.optusnet.com.au,AU,Brighton,Victoria,-37.91999817,145,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,175.32.96.182
122.148.21.172,FALSE,2022-03-23T14:47:32-04:00,FALSE,Dodo,Dodo,38285,122-148-21-172.sta.dodo.net.au,AU,Oyster Bay,New South Wales,-34,151.07000732,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,122.148.21.172
118.148.109.144,FALSE,2022-03-23T14:53:03-04:00,FALSE,2degrees Mobile,2degrees,23655,144-109-148-118.nzcomms.co.nz,NZ,Auckland,Auckland,-36.86999893,174.77000427,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,118.148.109.144
122.200.173.194,FALSE,2022-03-23T14:53:03-04:00,TRUE,Cynergic Internet,Cynergic Internet,10083,vpn.skillhire.com.au,AU,Hawthorn,Victoria,-37.83000183,145.02999878,1,FALSE,TRUE,FALSE,TRUE,Premium required.,Premium required.,FALSE,FALSE,75,N/A,N/A,N/A,N/A,N/A,122.200.173.194
220.235.10.17,FALSE,2022-03-23T14:53:05-04:00,FALSE,iiNet Limited,iiNet Limited,7545,220-235-10-17.dyn.iinet.net.au,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,220.235.10.17
124.171.197.5,FALSE,2022-03-23T14:53:06-04:00,FALSE,iiNet Limited,iiNet Limited,7545,124-171-197-5.dyn.iinet.net.au,AU,Canberra,Australian Capital Territory,-35.27999878,149.13000488,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,124.171.197.5
114.249.133.59,FALSE,2022-03-23T14:53:07-04:00,FALSE,China Unicom,China Unicom,4808,114.249.133.59,CN,Beishicao,Beijing,40.24000168,116.51999664,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,114.249.133.59
14.202.89.96,FALSE,2022-03-23T14:53:08-04:00,FALSE,TPG Internet,TPG Internet,7545,14-202-89-96.static.tpgi.com.au,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,14.202.89.96
203.7.1.145,FALSE,2022-03-23T14:53:09-04:00,FALSE,iiNet Limited,iiNet Limited,18371,203-7-1-145.dyn.iinet.net.au,AU,Ballarat,Victoria,-37.56000137,143.86000061,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,203.7.1.145
101.176.156.39,FALSE,2022-03-23T14:53:09-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-101-176-156-39.nb12.nsw.asp.telstra.net,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,101.176.156.39
120.151.36.172,FALSE,2022-03-23T14:53:09-04:00,TRUE,Telstra Internet,Telstra Internet,1221,morela8.lnk.telstra.net,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,FALSE,TRUE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,75,N/A,N/A,N/A,N/A,N/A,120.151.36.172
1.43.196.4,FALSE,2022-03-23T14:53:10-04:00,FALSE,Optus,Optus,4804,n1-43-196-4.mas2.nsw.optusnet.com.au,AU,Miranda,New South Wales,-34.02999878,151.1000061,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,1.43.196.4
58.163.128.147,FALSE,2022-03-23T14:53:11-04:00,FALSE,Telstra Internet,Telstra Internet,1221,58.163.128.147,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,58.163.128.147
103.208.155.62,FALSE,2022-03-23T14:53:12-04:00,FALSE,Advatel Wireless,Advatel Wireless,133730,103.208.155.62,AU,Newrybar,New South Wales,-28.71999931,153.52999878,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,103.208.155.62
58.179.160.241,FALSE,2022-03-23T14:53:13-04:00,FALSE,Dodo,Dodo,9443,58-179-160-241.sta.dodo.net.au,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,58.179.160.241
180.150.39.172,FALSE,2022-03-23T14:53:14-04:00,FALSE,Aussie Broadband,Aussie Broadband,4764,180-150-39-172.b49627.bne.nbn.aussiebb.net,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,180.150.39.172
14.202.29.194,FALSE,2022-03-23T14:53:15-04:00,FALSE,TPG Internet,TPG Internet,7545,14-202-29-194.static.tpgi.com.au,AU,Adelaide,South Australia,-34.93000031,138.6000061,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,14.202.29.194
172.195.63.10,FALSE,2022-03-23T14:53:16-04:00,FALSE,Foxtel,Foxtel,133414,cpe-172-195-63-10.act.foxtel.net.au,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,172.195.63.10
120.154.161.153,FALSE,2022-03-23T14:53:17-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-120-154-161-153.qb02.qld.asp.telstra.net,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,120.154.161.153
119.18.1.223,FALSE,2022-03-23T14:53:17-04:00,TRUE,Aussie Broadband,Aussie Broadband,4764,119-18-1-223.771201.syd.nbn.aussiebb.net,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,TRUE,TRUE,100,N/A,N/A,N/A,N/A,N/A,119.18.1.223
121.75.195.118,FALSE,2022-03-23T14:53:18-04:00,FALSE,Vodafone New Zealand,Vodafone New Zealand,9500,121-75-195-118.dyn.vf.net.nz,NZ,Hastings,Hawke's Bay,-39.65000153,176.83000183,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,121.75.195.118
129.126.221.74,FALSE,2022-03-23T14:53:19-04:00,FALSE,M1,M1,17547,74.221.126.129.static.m1net.com.sg,SG,Singapore,Singapore,1.28999996,103.86000061,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,129.126.221.74
49.198.11.213,FALSE,2022-03-23T14:53:20-04:00,FALSE,Optus,Optus,4804,n49-198-11-213.meb3.vic.optusnet.com.au,AU,Seaford,Victoria,-38.09999847,145.13000488,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,49.198.11.213
49.185.16.237,FALSE,2022-03-23T14:53:21-04:00,FALSE,Optus,Optus,4804,pa49-185-16-237.pa.vic.optusnet.com.au,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,49.185.16.237
58.166.211.54,FALSE,2022-03-23T14:53:22-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-58-166-211-54.nb06.nsw.asp.telstra.net,AU,Burwood,New South Wales,-33.88000107,151.1000061,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,58.166.211.54
14.2.118.60,FALSE,2022-03-23T14:53:22-04:00,FALSE,TPG Internet,TPG Internet,7545,ppp14-2-118-60.adl-apt-pir-bras32.tpg.internode.on.net,AU,Adelaide,South Australia,-34.93000031,138.6000061,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,14.2.118.60
1.132.110.143,FALSE,2022-03-23T14:53:23-04:00,FALSE,Telstra Internet,Telstra Internet,1221,1.132.110.143,AU,Gold Coast,Queensland,-28,153.42999268,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,1.132.110.143
117.20.68.205,FALSE,2022-03-23T14:53:01-04:00,TRUE,Aussie Broadband,Aussie Broadband,4764,117-20-68-205.751444.bne.nbn.aussiebb.net,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,TRUE,TRUE,100,N/A,N/A,N/A,N/A,N/A,117.20.68.205
220.233.16.166,FALSE,2022-03-23T14:53:03-04:00,TRUE,Exetel,Exetel,10143,166.16.233.220.static.exetel.com.au,AU,Wollongong,New South Wales,-34.41999817,150.88999939,1,FALSE,TRUE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,78,N/A,N/A,N/A,N/A,N/A,220.233.16.166
180.150.37.151,FALSE,2022-03-23T14:53:04-04:00,TRUE,Aussie Broadband,Aussie Broadband,4764,180-150-37-151.b49625.bne.nbn.aussiebb.net,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,TRUE,TRUE,100,N/A,N/A,N/A,N/A,N/A,180.150.37.151
114.129.164.36,FALSE,2022-03-23T14:53:06-04:00,FALSE,SkyMesh,SkyMesh,7477,114.129.164.36,AU,Fortitude Valley,Queensland,-27.45999908,153.02999878,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,114.129.164.36
124.190.55.116,FALSE,2022-03-23T14:53:08-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-124-190-55-116.vb14.vic.asp.telstra.net,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,124.190.55.116
203.10.44.62,FALSE,2022-03-23T14:53:09-04:00,FALSE,Australian Catholic University Limited,Australian Catholic University Limited,137188,203.10.44.62,AU,Fitzroy,Victoria,-37.77999878,144.97999573,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,30,N/A,N/A,N/A,N/A,N/A,203.10.44.62
144.137.86.219,FALSE,2022-03-23T14:53:10-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-144-137-86-219.qb07.qld.asp.telstra.net,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,144.137.86.219
61.245.134.89,FALSE,2022-03-23T14:53:12-04:00,FALSE,Aussie Broadband,Aussie Broadband,4764,61-245-134-89.3df586.per.nbn.aussiebb.net,AU,Perth,Western Australia,-31.95000076,115.86000061,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,61.245.134.89
144.132.213.237,FALSE,2022-03-23T14:53:12-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-144-132-213-237.qb03.qld.asp.telstra.net,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,144.132.213.237
179.25.39.22,FALSE,2022-03-23T14:53:14-04:00,FALSE,Antel Uruguay,Antel Uruguay,6057,r179-25-39-22.dialup.adsl.anteldata.net.uy,UY,Lagomar,Canelones,-34.84000015,-55.97999954,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,179.25.39.22
120.144.13.227,FALSE,2022-03-23T14:53:15-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-120-144-13-227.bpw5-r-035.win.vic.bigpond.net.au,AU,Plenty,Victoria,-42.72999954,146.97000122,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,120.144.13.227
27.252.212.105,FALSE,2022-03-23T14:53:16-04:00,FALSE,Vodafone New Zealand,Vodafone New Zealand,9500,105.212.252.27.dyn.cust.vf.net.nz,NZ,Wellington,Wellington,-41.29999924,174.77999878,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,27.252.212.105
137.111.13.39,FALSE,2022-03-23T14:53:18-04:00,FALSE,Australian Academic and Research Network,Australian Academic and Research Network,7575,e3a.building.mq.edu.au,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,137.111.13.39
1.124.108.242,FALSE,2022-03-23T14:53:19-04:00,FALSE,Telstra Internet,Telstra Internet,1221,1.124.108.242,AU,Adelaide,South Australia,-34.93000031,138.6000061,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,1.124.108.242
123.4.21.61,FALSE,2022-03-23T14:53:20-04:00,FALSE,China Unicom,China Unicom,4837,hn.kd.ny.adsl,CN,Zhengzhou,Henan,34.68000031,113.52999878,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,123.4.21.61
220.244.127.222,FALSE,2022-03-23T14:53:21-04:00,FALSE,TPG Internet,TPG Internet,7545,220-244-127-222.static.tpgi.com.au,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,220.244.127.222
125.238.87.250,FALSE,2022-03-23T14:53:23-04:00,FALSE,Spark New Zealand,Spark New Zealand,4771,125-238-87-250-adsl.sparkbb.co.nz,NZ,Napier City,Hawke's Bay,-39.47999954,176.91999817,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,125.238.87.250
123.255.41.59,FALSE,2022-03-23T14:53:25-04:00,TRUE,2degrees,2degrees,23655,59.41.255.123.static.snap.net.nz,NZ,Auckland,Auckland,-36.86999893,174.77000427,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,70,N/A,N/A,N/A,N/A,N/A,123.255.41.59
80.13.60.37,FALSE,2022-03-23T14:53:26-04:00,TRUE,Orange,Orange,3215,lputeaux-658-1-110-37.w80-13.abo.wanadoo.fr,FR,Puteaux,Ile-de-France,48.88000107,2.24000001,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,70,N/A,N/A,N/A,N/A,N/A,80.13.60.37
110.151.37.185,FALSE,2022-03-23T14:53:27-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-110-151-37-185.qb06.qld.asp.telstra.net,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,110.151.37.185
180.233.124.134,FALSE,2022-03-23T14:53:28-04:00,FALSE,Occom Pty,Occom Pty,135126,180.233.124.134,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,30,N/A,N/A,N/A,N/A,N/A,180.233.124.134
218.101.73.131,FALSE,2022-03-23T14:53:30-04:00,FALSE,Vodafone New Zealand,Vodafone New Zealand,9500,218-101-73-131.dsl.dyn.ihug.co.nz,NZ,Whangarei,Northland,-35.72000122,174.33000183,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,218.101.73.131
139.130.51.99,FALSE,2022-03-23T14:53:31-04:00,FALSE,Telstra Internet,Telstra Internet,1221,fra2657684.lnk.telstra.net,AU,Beachmere,Queensland,-27.12999916,153.05000305,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,139.130.51.99
222.154.15.42,FALSE,2022-03-23T14:53:32-04:00,TRUE,Spark New Zealand,Spark New Zealand,4771,222-154-15-42-fibre.sparkbb.co.nz,NZ,Tauranga,Bay of Plenty,-37.68999863,176.16999817,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,70,N/A,N/A,N/A,N/A,N/A,222.154.15.42
202.36.244.131,FALSE,2022-03-23T14:53:33-04:00,FALSE,The University of Auckland,The University of Auckland,9431,202.36.244.131,NZ,Auckland,Auckland,-36.86999893,174.77000427,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,30,N/A,N/A,N/A,N/A,N/A,202.36.244.131
167.56.231.59,FALSE,2022-03-23T14:53:03-04:00,FALSE,Antel Uruguay,Antel Uruguay,6057,r167-56-231-59.dialup.adsl.anteldata.net.uy,UY,Libertad,Departamento de San Jose,-34.63000107,-56.61999893,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,167.56.231.59
124.171.97.91,FALSE,2022-03-23T14:53:04-04:00,FALSE,iiNet Limited,iiNet Limited,7545,124-171-97-91.dyn.iinet.net.au,AU,Canberra,Australian Capital Territory,-35.27999878,149.13000488,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,124.171.97.91
220.244.186.224,FALSE,2022-03-23T14:53:06-04:00,FALSE,TPG Internet,TPG Internet,7545,220-244-186-224.tpgi.com.au,AU,Richmond,Victoria,-37.83000183,145,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,220.244.186.224
101.179.34.182,FALSE,2022-03-23T14:53:08-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-101-179-34-182.sb04.sa.asp.telstra.net,AU,Gold Coast,Queensland,-28,153.42999268,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,101.179.34.182
101.175.136.67,FALSE,2022-03-23T14:53:10-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-101-175-136-67.wb04.wa.asp.telstra.net,AU,Perth,Western Australia,-31.95000076,115.86000061,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,101.175.136.67
144.131.40.247,FALSE,2022-03-23T14:53:11-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-144-131-40-247.vb11.vic.asp.telstra.net,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,144.131.40.247
203.86.201.220,FALSE,2022-03-23T14:53:13-04:00,FALSE,2degrees,2degrees,23655,203.86.201.220.static.snap.net.nz,NZ,Auckland,Auckland,-36.86999893,174.77000427,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,203.86.201.220
